layer_id,layer,duration,voltage_avg,voltage_stdev,voltage_min,voltage_max,current_avg,current_stdev,current_min,current_max,power_avg,power_stdev,power_min,power_max,energy
19,FULLY_CONNECTED,2.8e-05,1.8021278,0.0006324045243673027,1.8011554,1.8040935,0.0056083472,0.00029751722468063235,0.0049596615,0.006045884,0.010106918,0.0005354055319912732,0.008940467,0.010890958,2.8299371525645256e-07
20,LOGISTIC,2.3e-05,1.8028301,0.00038656286778859794,1.8019751,1.8033686,0.0053905384,0.00019709387561306357,0.0050035277,0.005798779,0.009718185,0.00035422382643446326,0.009022935,0.010449256,2.2351826168596743e-07
21,DEQUANTIZE,9e-06,1.8023537,0.0006850459612905979,1.801195,1.8034017,0.005095398,0.00012232661538291723,0.0049678893,0.005348159,0.009183715,0.0002206909703090787,0.0089536905,0.009635098,8.265343587845564e-08
1,QUANTIZE,0.000764,1.8020852,0.000640516693238169,1.8001174,1.8040144,0.005736599,0.0002309891424374655,0.0051194555,0.0062497803,0.010337825,0.000415879039792344,0.00922833,0.01126311,7.89809824898839e-06
2,PAD,0.000853,1.802156,0.0007017205352894962,1.7995464,1.8043153,0.0064360504,0.000288905284833163,0.0049102632,0.006838017,0.011598757,0.0005205154302529991,0.008853527,0.012322895,9.893739325925708e-06
3,CONV_2D,0.000937,1.8025945,0.0006419933051802218,1.800067,1.804675,0.0052401917,0.0002600515726953745,0.0047823368,0.006388881,0.009445929,0.0004685320018325001,0.00861983,0.011517385,8.850835443474353e-06
4,MAX_POOL_2D,8.4e-05,1.8022821,0.0006164785008877516,1.8005316,1.8040851,0.0061805667,0.0006078694714233279,0.004946586,0.007019344,0.011139028,0.0010945659596472979,0.008910658,0.012650647,9.35678333044052e-07
5,PAD,0.000333,1.8020555,0.0006675213808193803,1.8004116,1.8038989,0.006456985,0.00045672545093111694,0.004793657,0.0070825065,0.011635775,0.0008222110918723047,0.008638573,0.012758338,3.874712990596891e-06
6,CONV_2D,0.000988,1.8021998,0.0006535524735227227,1.7998054,1.8044847,0.006334217,0.0002496006491128355,0.005051863,0.0067838933,0.011415526,0.0004498870694078505,0.009108028,0.012222243,1.1278539955615997e-05
7,PAD,0.001171,1.8021035,0.0006569859688170254,1.7998747,1.804421,0.006601758,0.0003075780114158988,0.004869322,0.0070467778,0.011897023,0.0005537660326808691,0.008775313,0.012704558,1.3931413740850985e-05
8,CONV_2D,0.003333,1.802345,0.0006629780400544405,1.799656,1.8044208,0.006392896,0.0002622472238726914,0.00490989,0.0069225444,0.011522192,0.0004723682068288326,0.0088464385,0.012470244,3.840346452500671e-05
9,PAD,0.001171,1.8021119,0.0006540660979226232,1.8000865,1.804176,0.006607287,0.00031122638029046357,0.0050122943,0.007142291,0.011907059,0.0005606787162832916,0.009028708,0.012872633,1.3943165817297994e-05
10,CONV_2D,0.003332,1.8022804,0.000646690372377634,1.800047,1.8046304,0.0063558877,0.00023749405227135867,0.004773032,0.006822263,0.011455083,0.0004278348060324788,0.008600786,0.012300887,3.8168337441980836e-05
11,PAD,0.001171,1.8022472,0.0006279966328293085,1.7998079,1.8044456,0.006622571,0.0002958660770673305,0.004769819,0.0070711733,0.011935492,0.0005329015548340976,0.008601807,0.012743598,1.397646118607372e-05
12,CONV_2D,0.002728,1.8020722,0.0006524058990180492,1.799788,1.8040516,0.0063981186,0.00022323110897559673,0.004960359,0.006848306,0.011529862,0.00040205256664194167,0.008944967,0.0123536205,3.145346339792013e-05
13,MAX_POOL_2D,0.000192,1.8023771,0.000665930681861937,1.8004829,1.8041568,0.0063122883,0.0004720361903309822,0.005012201,0.007079059,0.011377051,0.0008498203242197633,0.009035419,0.012755431,2.1843937039375307e-06
14,PAD,0.000326,1.8021146,0.0007142426329664886,1.8000752,1.8038849,0.006440141,0.00044631099444814026,0.004931393,0.0070979893,0.011605809,0.0008035370265133679,0.008887472,0.012783677,3.7834938783198594e-06
15,CONV_2D,0.001229,1.8022035,0.0006785487057641149,1.7999316,1.8049247,0.0064244606,0.0002583000750746578,0.004849594,0.0068964353,0.011578169,0.0004651538038160652,0.008739766,0.012424,1.4229569356888534e-05
16,MAX_POOL_2D,0.00019,1.802124,0.0006943788030184805,1.8001,1.8043476,0.00613552,0.00036598561564460397,0.0050391364,0.0067070653,0.011056918,0.0006587349344044924,0.0090830615,0.012082812,2.1008143667131663e-06
17,AVERAGE_POOL_2D,5.2e-05,1.8022321,0.0005739888292737305,1.801054,1.8032997,0.0057776542,0.0003155765007250011,0.005087584,0.0062747844,0.010412663,0.0005685945507138968,0.009172412,0.011303205,5.414584875106811e-07
18,RESHAPE,7e-06,1.8028966,0.0005474252975545824,1.8017495,1.8034499,0.0051621296,0.0002452140615787357,0.0047979155,0.005504123,0.009306763,0.0004416978044901043,0.0086528,0.009926115,6.51473430916667e-08
19,FULLY_CONNECTED,2.9e-05,1.8021083,0.0006043496541678905,1.801048,1.8038464,0.005493833,0.0002870989846996963,0.005024117,0.0059217946,0.009900462,0.0005169961368665099,0.009050647,0.010671722,2.8711339458823205e-07
20,LOGISTIC,2.2e-05,1.8022876,0.000684773491229862,1.801253,1.8036094,0.0053232373,0.000216467582504265,0.004891747,0.0055717067,0.0095939925,0.00038984912680462003,0.008816501,0.010037286,2.1106783486902714e-07
21,DEQUANTIZE,1e-05,1.8021872,0.00031395102269016206,1.8015014,1.8026097,0.0053242515,0.00013151638268027455,0.0051112887,0.005486157,0.009595318,0.0002378458739258349,0.009210261,0.0098894,9.595317766070366e-08
1,QUANTIZE,0.000765,1.8025016,0.0006485793855972588,1.8002822,1.804307,0.0057273568,0.00020406799740158021,0.004939062,0.006152539,0.01032356,0.0003676301857922226,0.008902198,0.011094244,7.897523296996951e-06
2,PAD,0.000854,1.8021932,0.0006246157572604716,1.7997761,1.8040535,0.0064307107,0.00030505345785059035,0.00472711,0.006916491,0.011589374,0.0005495885270647705,0.008522345,0.012461314,9.897325731813908e-06
3,CONV_2D,0.000937,1.8026527,0.0006736707873642445,1.8005885,1.804843,0.0052404385,0.00029835241730324924,0.004745697,0.0065144817,0.009446659,0.0005372856394387782,0.008557947,0.011746278,8.851519600488245e-06
4,MAX_POOL_2D,8.4e-05,1.8020759,0.0005824316176585853,1.8007516,1.8035709,0.0061758254,0.0005781210493296385,0.005167031,0.007170119,0.011129338,0.0010421945480629802,0.009312112,0.012928941,9.348644167184829e-07
5,PAD,0.000334,1.8024104,0.0006740260287187994,1.8007627,1.8043858,0.006476508,0.0004331858071964234,0.005015833,0.0070594214,0.011673276,0.0007801268948242068,0.00904216,0.01272148,3.89887428842485e-06
6,CONV_2D,0.000988,1.8021255,0.0006249368889257312,1.8003409,1.8039463,0.0063348925,0.00028208483126945794,0.0047506336,0.006845963,0.011416265,0.0005082316347397864,0.00856057,0.01233808,1.1279269631952047e-05
7,PAD,0.001171,1.8022523,0.0006568437092937529,1.7996293,1.8043829,0.0066067395,0.0002971791836898774,0.00489694,0.0070405244,0.011906988,0.0005351132713258266,0.008822045,0.012683091,1.3943082933314144e-05
8,CONV_2D,0.003332,1.8021958,0.0006547227967530489,1.7998528,1.8042932,0.006391553,0.0002236768777947873,0.0047249254,0.006856919,0.011518822,0.00040290295146405697,0.00851337,0.012360691,3.8380715075880285e-05
9,PAD,0.001171,1.8020214,0.0006388620822690427,1.7999715,1.8039114,0.0066108685,0.00032321750768460333,0.0047607752,0.0070914016,0.0119129205,0.0005823777173645794,0.008581865,0.012779519,1.3950029919855297e-05
